ticker,sector,close,market_cap,volatility_60,composite_score,weight
LZ,Industrials,6.02,1031014168.2399999,0.05242734278667261,0.3971207705117893,0.0014543835486786874
GRPN,Communication Services,18.95,770607359.1999999,0.052847121657307844,0.3265535681315925,0.0014428309898185518
ZIP,Industrials,4.05,333015960.15,0.052858420431820964,0.40254824871035555,0.0014425225768565045
W,Consumer Cyclical,99.97,13692697957.9,0.053853005647284,0.33985599037155567,0.0014158813223774153
KLTR,Technology,1.48,225775810.04,0.05438854161437386,0.37276532495384224,0.001401939867968874
ANF,Consumer Cyclical,151.43,6425837709.110001,0.05486918119982511,0.3394972435196759,0.001389659243723468
CMRC,Technology,2.56,212119016.96,0.0565555784502606,0.2832288931744144,0.0013482218189481456
ANGI,Communication Services,4.7,190614379.70000002,0.056966157016384134,0.31581755780856907,0.0013385046287736182
BDSX,Healthcare,26.63,280976272.34,0.05726557043686312,0.3005490315942751,0.0013315062483127108
NVCR,Healthcare,16.85,1962112404.0000002,0.057586606932007484,0.2802271473262966,0.0013240833053404701
WEAV,Healthcare,7.31,584793559.89,0.058025398387202554,0.3012486955231685,0.0013140705099698485
HNST,Consumer Defensive,5.74,615812335.46,0.058730966783467106,0.37438854007085093,0.001298283836038253
MRDN,Communication Services,13.48,170784576.92000002,0.05894717060289416,0.33423194517688376,0.0012935220481325566
CDNA,Healthcare,50.31,2602748759.13,0.059158691124913294,0.3489580155170312,0.0012888970901819734
TEAM,Technology,176.42,44658749742.299995,0.06288846526020939,0.4011187937743368,0.0012124554882104784
XGN,Healthcare,7.3,176844974.7,0.06359892587760771,0.26744272303819483,0.0011989112048309176
SEZL,Financial Services,118.35,3985437906.8999996,0.0639773112905892,0.3800527427444221,0.0011918204018225265
CURI,Communication Services,2.65,157245774.2,0.06851288049259774,0.2738280109948304,0.0011129216039619445
MYGN,Healthcare,3.18,304165871.1,0.07183740170367958,0.30885095413641434,0.0010614173542132625
EXFY,Technology,2.37,216112393.68,0.07394981488613125,0.30633141777002415,0.0010310974404369323
TDUP,Consumer Cyclical,2.67,350660845.5,0.07490566687445735,0.2908354062630406,0.0010179398706598494
IBTA,Technology,38.38,889249785.32,0.07791862374675165,0.3883983021824789,0.0009785781778910547
CUE,Healthcare,30.0,217932420.0,0.07833149801582734,0.2820357141647776,0.0009734202304476321
SUJA,Consumer Defensive,9.89,235270243.0,0.08047865807971362,0.28223676772864753,0.000947449506108194
DOMO,Technology,3.83,180148496.63,0.08393697740881884,0.2787370996186518,0.0009084132786733364
RCEL,Healthcare,10.41,321948477.27,0.09805273801530486,0.34031850647628775,0.0007776372837031155
QMCO,Technology,24.46,963968624.46,0.09934533576742562,0.26645661618682376,0.000767519322984425
