ticker,sector,close,market_cap,volatility_60,q75_score,composite_score,blend_score,weight
DXCM,Healthcare,84.53,31898305465.45,0.02760733618681948,0.28505063,0.20789717464277846,0.3245192307692308,0.0049418448599438764
CART,Consumer Cyclical,48.0,11112003216.0,0.027741440601253768,0.3336348,0.20008562959778378,0.3948317307692308,0.0049179555738504245
HAE,Healthcare,102.84,4678916724.84,0.027891436947362073,0.29968056,0.2101651544969075,0.34314903846153844,0.004891507479125412
ILMN,Healthcare,211.06,31870060000.0,0.027937908976085783,0.3520392,0.10258131078764587,0.34915865384615385,0.004883370926161955
DT,Technology,50.29,14533917017.119999,0.028007872391442066,0.33371446,0.17206902259155898,0.3828125,0.004871172309156322
EAT,Consumer Cyclical,222.49,9292297074.9,0.028115772572282587,0.2799027,0.17209340498830444,0.3019831730769231,0.004852478162598121
ETSY,Consumer Cyclical,72.82,6683546889.36,0.029011725395201894,0.30978528,0.2796368846336098,0.36778846153846156,0.00470262180456665
NEM,Basic Materials,127.09,133913750721.39,0.029200189061072725,0.32887325,0.20957987421534435,0.39122596153846156,0.004672270174217987
OCTV,Technology,18.39,4936570921.32,0.02925230795737925,0.39493284,0.14334411791557802,0.4362980769230769,0.004663945580989961
XPRO,Energy,18.1,2052454622.3000002,0.02938434810466504,0.32276094,0.14748895244756846,0.34314903846153844,0.004642987890887282
FLYW,Technology,17.97,2186368101.7799997,0.02947038145083678,0.3877462,0.05797467567090818,0.32091346153846156,0.004629433543613077
INVX,Energy,29.8,2084087644.6000001,0.02976068936220361,0.33261263,0.11082978461320842,0.3269230769230769,0.004584274603694008
AXGN,Healthcare,46.69,2510125041.97,0.03017041132266418,0.38862288,0.051765527337607246,0.31189903846153844,0.004522018973241129
FCX,Basic Materials,76.62,110027662612.26001,0.030309645013174378,0.3648229,0.07502960880810167,0.32662259615384615,0.004501246133772775
ATRC,Healthcare,53.73,2733045976.62,0.030367254458272003,0.35765082,0.07327499703297197,0.3128004807692308,0.004492706860248038
PINS,Communication Services,20.14,11405544363.78,0.03039669649702222,0.33266717,0.10648502827219744,0.32181490384615385,0.00448835525416197
NGL,Energy,17.57,2192987057.73,0.030504792682972383,0.3299499,0.11704746915626425,0.3290264423076923,0.004472450406382588
ABNB,Industrials,174.54,104512052936.28,0.0305344612807616,0.30251172,0.15024797407775686,0.3161057692307692,0.004468104780926187
TNET,Industrials,65.91,3025581281.58,0.030876990581538536,0.32250822,0.1349912563755827,0.3308293269230769,0.004418538525355808
MYRG,Industrials,288.16,4486435080.0,0.030926206091052243,0.32775488,0.0901351910686661,0.2935697115384615,0.004411506928133986
ADBE,Technology,257.26,102260850000.0,0.031568843411108306,0.37190863,0.08685327135189531,0.35456730769230765,0.0043217032266557355
FRSH,Technology,12.1,3157141341.2,0.03163230608570156,0.39521414,0.08484041395667341,0.3740985576923077,0.004313032760303431
ROG,Technology,129.5,2313949382.5,0.03187979555381215,0.39157572,0.12944110751284152,0.421875,0.004279549792008065
KN,Technology,35.62,3042315812.12,0.032188773474276296,0.3695241,0.08346227206724904,0.34615384615384615,0.0042384706748955685
CGNX,Technology,62.23,10468569687.66,0.03251990472598278,0.36044025,0.09139801366825374,0.3479567307692308,0.004195312796306274
MMED,Healthcare,23.32,6549255145.4,0.032649877852763735,0.39688563,0.05032705936648526,0.3167067307692308,0.004178612031776035
THC,Healthcare,259.06,20859252140.0,0.03300858936643248,0.27155966,0.21126317413632625,0.3073918269230769,0.004133202146781764
BTSG,Healthcare,62.56,12378386916.960001,0.033756869267072255,0.33478346,0.09704442571782583,0.3167067307692308,0.004041582510279074
ZG,Communication Services,33.03,7427619730.62,0.03418086803666315,0.38299558,0.06006776328699945,0.3200120192307692,0.003991448440842327
PTRN,Consumer Cyclical,19.66,3487666089.7400002,0.03745195130589183,0.36067146,0.07668387289328236,0.3245192307692308,0.0036428321535843045
PTEN,Energy,12.66,4828332504.84,0.03766537147634703,0.3476772,0.20454053269596445,0.4209735576923077,0.0036221910758865612
NEO,Healthcare,17.56,2256028726.3999996,0.03796253173725852,0.39166167,0.13143777129821022,0.42307692307692313,0.003593837560040164
INTA,Technology,39.86,3049734359.2799997,0.03807044606594295,0.38194525,0.12358475704269074,0.40625,0.0035836504829825197
QLYS,Technology,170.32,5892220570.32,0.03810965214207572,0.34486648,0.10743741592096998,0.34615384615384615,0.0035799637300007493
MANH,Technology,207.92,12122769778.24,0.039026354418178824,0.36216465,0.22876563108836453,0.4465144230769231,0.003495872839406839
ZETA,Technology,30.79,7728708897.95,0.039500101718711954,0.3406248,0.08005797673806749,0.3046875,0.003453944837993832
ZBRA,Technology,352.54,16678900076.400002,0.040382362759781056,0.28238085,0.1601679164053019,0.2995793269230769,0.0033784841477243997
GDDY,Technology,92.88,11763038747.519999,0.04041446473776071,0.49242792,0.08558523195755721,0.3915264423076923,0.003375800553510828
TRLV,Healthcare,12.43,2393586703.86,0.041413910759035485,0.3120346,0.14730798053757566,0.32722355769230765,0.0032943320234931094
TWLO,Communication Services,225.89,34691106445.799995,0.04159245291826017,0.4079116,0.10886902870613241,0.4071514423076923,0.0032801905840874218
CHYM,Technology,32.31,12232084936.410002,0.04162721405751082,0.3631197,0.10970902987039716,0.3719951923076923,0.0032774514346092802
NAVN,Technology,26.64,6775384819.68,0.04268110907988874,0.36875778,0.13911295314740796,0.4065504807692308,0.003196523599614297
GSHD,Financial Services,62.32,2213351199.6,0.042714747246738065,0.32454562,0.1016704864894627,0.3004807692307692,0.0031940063145754673
PATH,Technology,14.01,7258864926.66,0.043780817032168684,0.38405094,0.09086675393021557,0.37259615384615385,0.0031162317581083826
APPN,Technology,34.58,2476882304.2599998,0.04479892941788025,0.37287718,0.06899340795654879,0.3212139423076923,0.0030454114463084403
KVYO,Technology,17.89,5093773847.93,0.04488021643374289,0.38064566,0.049676697299429806,0.2998798076923077,0.003039895599277939
MWH,Utilities,25.66,5193243286.52,0.04514043839093935,0.3612602,0.10910876039722706,0.36868990384615385,0.0030223714543933427
TENB,Technology,33.7,3711717427.1000004,0.04560606284406634,0.34116983,0.14810128253148158,0.3810096153846154,0.0029915139330938118
FIVN,Technology,31.23,2333615873.13,0.046505461805502156,0.40116104,0.08049275791834487,0.36959134615384615,0.0029336591259359343
RNG,Technology,70.19,5861297510.78,0.046897418350917125,0.33621827,0.23466812261452688,0.4098557692307692,0.002909140358445944
OKTA,Technology,167.595,29299113428.16,0.048307575761077255,0.36441305,0.1173127120393108,0.3810096153846154,0.0028242189818496913
DELL,Technology,533.88,346011894235.08,0.04904947303080021,0.32753566,0.16541265403129204,0.3665865384615385,0.0027815012884217045
TXG,Healthcare,65.6,8547100620.799999,0.04921301161012825,0.37466908,0.07946118805988756,0.3464543269230769,0.0027722581481580844
ON,Technology,71.08,27672277128.68,0.049251746422370554,0.3623128,0.07279471105381892,0.3191105769230769,0.0027700778620432485
LFTO,Communication Services,18.65,3158032978.5499997,0.051703766568053984,0.33993736,0.21048151344376514,0.4128605769230769,0.0026387085794223873
HUBS,Technology,240.42,11988832044.42,0.05175227996035612,0.36594874,0.0799734980125329,0.3368389423076923,0.0026362350129518356
LIFE,Financial Services,42.02,2679172257.0800004,0.05292054463879587,0.42116505,0.0883478756703872,0.38912259615384615,0.0025780379503418643
W,Consumer Cyclical,99.97,13692697957.9,0.053853005647284,0.32431373,0.15108418993441414,0.34915865384615385,0.0025333994043925225
PLPC,Industrials,411.71,2012727088.7099998,0.05826903270215123,0.3896867,0.10358159506897598,0.3903245192307693,0.002341401017054116
CDNA,Healthcare,50.31,2602748759.13,0.059158691124913294,0.3960043,0.1181772849532526,0.4119591346153846,0.002306189840196137
TEAM,Technology,176.42,44658749742.299995,0.06288846526020939,0.32576942,0.15660252162457539,0.35757211538461536,0.0021694148818400057
MXL,Technology,66.5,6031097201.5,0.08265606271560919,0.37688798,0.12684856490236582,0.4053485576923077,0.0016505888128374652
