ticker,sector,close,market_cap,volatility_60,composite_score,weight
CARS,Consumer Cyclical,11.25,602243032.5,0.02842863400651604,0.36331463298719296,0.0035925331236669245
YELP,Communication Services,20.96,1137365496.16,0.028872021638822302,0.4101244539339315,0.0035373625929846306
ETSY,Consumer Cyclical,72.82,6683546889.36,0.029011725395201894,0.4434400142201578,0.003520328692546626
CHWY,Consumer Cyclical,23.27,9527301296.89,0.02909895892871614,0.36352133624739397,0.0035097753696001002
AEO,Consumer Cyclical,17.22,2885612794.2599998,0.02918107669953131,0.2959113847238007,0.003499898594579726
TPR,Consumer Cyclical,117.58,23444473499.239998,0.029278077959767217,0.37866338473238875,0.0034883030733560095
GRDN,Healthcare,42.45,2688880804.8,0.02930731778695557,0.3355586384200387,0.0034848228033501705
SFM,Consumer Defensive,76.11,7097076738.75,0.02955649412264382,0.30810782901929834,0.00345544396792204
MAX,Communication Services,11.77,721077021.06,0.029653652332502056,0.34056164670267947,0.0034441224367182505
GCO,Consumer Cyclical,34.55,383745917.15,0.02985934789557731,0.2991333226982626,0.003420396509869533
HNGE,Healthcare,92.69,7479565511.73,0.030334525057944227,0.3162818360033776,0.0033668174838381412
PINS,Communication Services,20.14,11405544363.78,0.03039669649702222,0.38818398688114325,0.003359931212887491
EXPE,Industrials,274.55,32951310620.65,0.03049545966402276,0.3107315631516696,0.0033490496767131003
HALO,Healthcare,108.31,12292968380.0,0.0308460438331684,0.32983811534933133,0.00331098567717111
CBRL,Consumer Cyclical,52.76,1179263029.6,0.030916298078982555,0.3306745554304469,0.0033034617879571797
QCOM,Technology,174.09,182794500000.0,0.030926113332683528,0.2991709717423574,0.0033024133433889446
RELY,Technology,24.83,5256115060.82,0.03116971430391222,0.3128395924944384,0.0032766039602805737
FTDR,Consumer Cyclical,81.04,5583114328.64,0.031225467375392228,0.3425191125713228,0.0032707535839639275
UAA,Consumer Cyclical,5.06,2173500437.46,0.031232297866811753,0.2928036162476626,0.0032700382714247757
FLWS,Consumer Cyclical,3.65,233959462.95,0.03131536591727599,0.3283090925133809,0.003261364072794357
APPF,Technology,206.015,7296431606.879999,0.031427070120660316,0.35699638520947785,0.0032497718984586953
WK,Technology,73.71,4011039330.4799995,0.031469560267348796,0.31239917318898347,0.003245384061974915
ADBE,Technology,257.26,102260850000.0,0.031568843411108306,0.36504973855627965,0.0032351774184123413
KROS,Healthcare,11.17,221469689.96,0.031662158505435224,0.3623850968781641,0.0032256426646174717
YEXT,Technology,6.38,631484131.52,0.03168005047287846,0.2940253306392985,0.0032238209158299107
BCRX,Healthcare,9.065,2316425726.825,0.032198549150900535,0.2993655592491239,0.0031719071828475976
