features,label,model,n_cols,excess_cagr,mult_ratio,null_pctile,loyo_worst,loyo_all_pos,diag_sector_neutral,cell_id
fund_events,q75,xgb,23,3.4080113338156526,1.509781703237948,0.9266666666666666,1.9866070257285484,True,2.111567626566524,fund_events_h40_q75_trd_xgb_d3e01r100_expanding_cap500k_pit_s40
survivors,q75,xgb,9,3.4064916281733915,1.5095087143968604,0.92,1.78824618945288,True,-3.7744306379222214,survivors_h40_q75_trd_xgb_d3e01r100_expanding_cap500k_pit_s40
price_fund,xrank,xgb,24,3.318844465915438,1.4938412977967004,0.9266666666666666,1.6902341709541746,True,-0.92778677793246,price_fund_h40_xrank_trd_xgb_d3e01r100_expanding_pit_s40
events,xrank,xgb_reg,14,2.4748964307053978,1.350477742815928,0.8733333333333333,-1.1868509654991755,False,0.2999350906432108,events_h40_xrank_trd_xgb_reg_d3e01r100_expanding_cap500k_pit_s40
events_causal,xrank,xgb_reg,10,2.3628774784606232,1.3324345980809456,0.9066666666666666,0.7263227705936792,True,1.216077079886979,events_causal_h40_xrank_trd_xgb_reg_d3e01r100_expanding_cap500k_pit_s40
minimal,xrank,ridge,5,1.8163512604864929,1.2475528790503656,0.8733333333333333,-1.1521104477628885,False,-1.885684944096111,minimal_h40_xrank_trd_ridge_expanding_cap500k_pit_s40
events,xrank,ridge,14,1.509370077511285,1.2020933835291865,0.8466666666666667,-1.0628347858814502,False,-3.2563562432790905,events_h40_xrank_trd_ridge_expanding_cap500k_pit_s40
minimal,q75,xgb,5,1.2121854479580474,1.159546060485742,0.84,-0.08831539281255463,False,-7.137780381973147,minimal_h40_q75_trd_xgb_d3e01r100_expanding_cap500k_pit_s40
minimal,xrank,xgb_reg,5,1.0980413994784666,1.1435771571047455,0.8333333333333334,-1.306738644448835,False,-1.8168762872402544,minimal_h40_xrank_trd_xgb_reg_d3e01r100_expanding_cap500k_pit_s40
price_fund,q75,xgb,24,0.562623913407112,1.0713455027364132,0.8133333333333334,-1.8337314887663547,False,-7.391378967923745,price_fund_h40_q75_trd_xgb_d2e01r100_expanding_pit_s40
fund_events,xrank,xgb_reg,23,0.38055404978336593,1.047759047581125,0.7866666666666666,-1.7128755662720208,False,1.610696481011198,fund_events_h40_xrank_trd_xgb_reg_d3e01r100_expanding_cap500k_pit_s40
price_fund,q75,xgb,24,0.28137693825933674,1.035113641863631,0.6733333333333333,-1.7348191465720308,False,-6.802525096546852,price_fund_h40_q75_trd_xgb_d5e01r100_expanding_pit_s40
price_fund_causal_events,xrank,xgb_reg,34,-0.24113228999211866,0.9707870754274983,0.6866666666666666,-2.5209823521978647,False,0.2907364295823278,price_fund_causal_events_h40_xrank_trd_xgb_reg_d3e01r100_expanding_cap500k_pit_s40
novol,xrank,xgb_reg,9,-1.2140338380756788,0.860742060556138,0.5866666666666667,-3.279154847363741,False,-4.607013929717518,novol_h40_xrank_trd_xgb_reg_d3e01r100_expanding_cap500k_pit_s40
price_fund,q75,feat:pct_from_high_252,24,-1.6815597765573287,0.8120656567082665,0.54,-3.0829722048520303,False,-0.028387735774138,price_fund_h40_q75_trd_featpct_from_high_252_expanding_pit_s40
survivors,xrank,xgb_reg,9,-1.6924622279609558,0.8109614939909509,0.5066666666666667,-3.3695472306056518,False,0.3880579413392926,survivors_h40_xrank_trd_xgb_reg_d3e01r100_expanding_cap500k_pit_s40
price_fund,q60,xgb,24,-1.936809408035156,0.7865755552850151,0.48,-3.817326519244846,False,-4.84393116530859,price_fund_h40_q60_trd_xgb_d3e01r100_expanding_pit_s40
survivors,xrank,ridge,9,-2.6067727041748867,0.7231423491062573,0.44666666666666666,-4.3310716182640485,False,-2.486633283842421,survivors_h40_xrank_trd_ridge_expanding_cap500k_pit_s40
price_fund,q75,feat:momentum_20,24,-2.754081797917407,0.7098440171807539,0.41333333333333333,-3.841265533309701,False,0.4448205266184946,price_fund_h40_q75_trd_featmomentum_20_expanding_pit_s40
events,q75,xgb,14,-2.832280302997825,0.7028767364143433,0.31333333333333335,-4.424942974532908,False,-1.5989033002658193,events_h40_q75_trd_xgb_d3e01r100_expanding_cap500k_pit_s40
price_fund,q75,feat:-volatility_60,24,-2.9918656637403007,0.688853572214033,0.3333333333333333,-5.7224901886757,False,-1.5282193476714,price_fund_h40_q75_trd_featnegvolatility_60_expanding_pit_s40
price_fund,raw,xgb_reg,24,-3.2941816604921126,0.6629939327306416,0.36,-5.5193146068250325,False,-4.528726177040054,price_fund_h40_raw_trd_xgb_reg_d3e01r100_expanding_pit_s40
price_fund,xrank,ridge,24,-3.648489465475735,0.633828867178622,0.3466666666666667,-4.483244731757319,False,-0.6192025606407636,price_fund_h40_xrank_trd_ridge_expanding_cap500k_pit_s40
price,xrank,xgb_reg,11,-5.137691121609778,0.5237294931397133,0.12666666666666668,-7.078879947180572,False,-4.373322149170922,price_h40_xrank_trd_xgb_reg_d3e01r100_expanding_cap500k_pit_s40
price,q75,xgb,11,-5.925839484297191,0.47288445099447696,0.08666666666666667,-8.126852897507852,False,-7.218776518384407,price_h40_q75_trd_xgb_d3e01r100_expanding_pit_s40
novol,q75,xgb,9,-6.019368552880899,0.46716322449768477,0.07333333333333333,-9.27407958480141,False,-8.561200992822037,novol_h40_q75_trd_xgb_d3e01r100_expanding_pit_s40
price_fund,xrank,ridge,24,-6.268117000727358,0.45225664841784413,0.10666666666666667,-7.691451171105657,False,-3.159012574277531,price_fund_h40_xrank_trd_ridge_expanding_pit_s40
price_fund_events,xrank,ridge,38,-7.585733042157106,0.3803586341674312,0.013333333333333334,-9.119210127134147,False,-2.0660158533086337,price_fund_events_h40_xrank_trd_ridge_expanding_cap500k_pit_s40
price_fund,q75,xgb,24,-8.009888278998234,0.35956214578975915,0.04,-9.600684916872225,False,-3.5563628891028376,price_fund_h40_q75_trd_xgb_d3e01r100_expanding_pit_mid_s40
price_fund,q90,xgb,24,-8.567350212460113,0.3338249232272318,0.013333333333333334,-9.761325241466412,False,-7.685491142394452,price_fund_h40_q90_trd_xgb_d3e01r100_expanding_pit_s40
